Артикул;Наименование;ТИП;стиль;"МРЦ руб";"цвет арматуры";"цвет абажура";"материал арматуры";"материал абажура";"цвет встройки";"цвет кабеля/цепи";производитель;цоколь;напряжение;"мощность ламп";"степень защиты";"кол-во ламп";диаметр;"диаметр абажура/плафона";ширина;высота;"диапазон регулировки min-max";коллекция;фото;вес;Количество
"LDP 1029-300 R.GD";"Подвесной светильник Lumina Deco Veroni LDP 1029-300 R.GD";Светильники;Современный;9150;"розовое золото, прозрачный";"розовое золото, прозрачный";"металл, стекло";стекло;розово-золотой;прозрачный;"Lumina Deco";E27;220-240;40;IP20;1;300;300;;380;"450 - 1200";VERONI;"https://luminadecoshop.ru/27893/podvesnoj-svetilnik-lumina-deco-veroni-ldp-1029-300-rgd.jpg;https://luminadecoshop.ru/27928/podvesnoj-svetilnik-lumina-deco-veroni-ldp-1029-300-rgd.jpg";"4 ";0
"LDP 1029-300 GD";"Подвесной светильник Lumina Deco Veroni LDP 1029-300 GD";Светильники;Современный;9150;"золотой, прозрачный";"золотой, прозрачный";"металл, стекло";стекло;золотой;прозрачный;"Lumina Deco";E27;220-240;40;IP20;1;300;300;;380;"450 - 1200";VERONI;"https://luminadecoshop.ru/27892/podvesnoj-svetilnik-lumina-deco-veroni-ldp-1029-300-gd.jpg;https://luminadecoshop.ru/27927/podvesnoj-svetilnik-lumina-deco-veroni-ldp-1029-300-gd.jpg";"4 ";2
"LDP 1123 BK";"Подвесной светильник Lumina Deco Muraneo LDP 1123 BK";Светильники;Современный;9150;"черный, хром";"черный, золотой";"металл, стекло, ткань";ткань;хром;прозрачный;"Lumina Deco";E27;220-240;40;IP20;1;360;360;;600;"650 - 1400";MURANEO;"https://luminadecoshop.ru/23456/podvesnoj-svetilnik-lumina-deco-muraneo-ldp-1123-bk.jpg;https://luminadecoshop.ru/23483/podvesnoj-svetilnik-lumina-deco-muraneo-ldp-1123-bk.jpg;https://luminadecoshop.ru/23523/podvesnoj-svetilnik-lumina-deco-muraneo-ldp-1123-bk.jpg";"4 ";0
"LDP 1123 GD";"Подвесной светильник Lumina Deco Muraneo LDP 1123 GD";Светильники;Современный;9150;золотой;"серебряный, золотой";"металл, стекло, ткань";ткань;хром;прозрачный;"Lumina Deco";E27;220-240;40;IP20;1;360;360;;600;"650 - 1400";MURANEO;"https://luminadecoshop.ru/23457/podvesnoj-svetilnik-lumina-deco-muraneo-ldp-1123-gd.jpg;https://luminadecoshop.ru/23479/podvesnoj-svetilnik-lumina-deco-muraneo-ldp-1123-gd.jpg;https://luminadecoshop.ru/23480/podvesnoj-svetilnik-lumina-deco-muraneo-ldp-1123-gd.jpg;https://luminadecoshop.ru/23912/podvesnoj-svetilnik-lumina-deco-muraneo-ldp-1123-gd.jpg";"4 ";21
"LDP 1123 SL";"Подвесной светильник Lumina Deco Muraneo LDP 1123 SL";Светильники;Современный;9150;серебряный;"серебряный, золотой";"металл, стекло, ткань";ткань;хром;прозрачный;"Lumina Deco";E27;220-240;40;IP20;1;360;360;;600;"650 - 1400";MURANEO;"https://luminadecoshop.ru/23458/podvesnoj-svetilnik-lumina-deco-muraneo-ldp-1123-sl.jpg;https://luminadecoshop.ru/23482/podvesnoj-svetilnik-lumina-deco-muraneo-ldp-1123-sl.jpg;https://luminadecoshop.ru/23524/podvesnoj-svetilnik-lumina-deco-muraneo-ldp-1123-sl.jpg";"4 ";29
"LDP 1214 CHR";"Подвесной светильник Lumina Deco Arteni LDP 1214 CHR";Светильники;Современный;4300;"прозрачный, хром";"прозрачный, хром";"металл, стекло";стекло;хром;прозрачный;"Lumina Deco";E27;220-240;40;IP20;1;200;200;;280;"400 - 1200";ARTENI;"https://luminadecoshop.ru/23459/podvesnoj-svetilnik-lumina-deco-arteni-ldp-1214-chr.jpg;https://luminadecoshop.ru/24031/podvesnoj-svetilnik-lumina-deco-arteni-ldp-1214-chr.jpg;https://luminadecoshop.ru/25881/podvesnoj-svetilnik-lumina-deco-arteni-ldp-1214-chr.jpg";2,5;0
"LDP 1214 GD";"Подвесной светильник Lumina Deco Arteni LDP 1214 GD";Светильники;Современный;4300;"золотой, прозрачный";"золотой, прозрачный";"металл, стекло";стекло;золотой;прозрачный;"Lumina Deco";E27;220-240;40;IP20;1;200;200;;280;"400 - 1200";ARTENI;"https://luminadecoshop.ru/23465/podvesnoj-svetilnik-lumina-deco-arteni-ldp-1214-gd.jpg;https://luminadecoshop.ru/25885/podvesnoj-svetilnik-lumina-deco-arteni-ldp-1214-gd.jpg";2,5;0
"LDP 1214 R.GD";"Подвесной светильник Lumina Deco Arteni LDP 1214 R.GD";Светильники;Современный;4300;"розовое золото, прозрачный";"розовое золото, прозрачный";"металл, стекло";стекло;розово-золотой;прозрачный;"Lumina Deco";E27;220-240;40;IP20;1;200;200;;280;"400 - 1200";ARTENI;"https://luminadecoshop.ru/23478/podvesnoj-svetilnik-lumina-deco-arteni-ldp-1214-rgd.jpg;https://luminadecoshop.ru/23915/podvesnoj-svetilnik-lumina-deco-arteni-ldp-1214-rgd.jpg;https://luminadecoshop.ru/25884/podvesnoj-svetilnik-lumina-deco-arteni-ldp-1214-rgd.jpg";2,5;4
"LDP 8077-300 PR";"Подвесной светильник Lumina Deco Fabina LDP 8077-300 PR";Светильники;Современный;14300;прозрачный;прозрачный;"металл, стекло, хрусталь";стекло;хром;прозрачный;"Lumina Deco";G9;220-240;20;IP20;3;300;300;;200;"350 - 1200";FABINA;"https://luminadecoshop.ru/23466/podvesnoj-svetilnik-lumina-deco-fabina-ldp-8077-300-pr.jpg;https://luminadecoshop.ru/23467/podvesnoj-svetilnik-lumina-deco-fabina-ldp-8077-300-pr.jpg;https://luminadecoshop.ru/23491/podvesnoj-svetilnik-lumina-deco-fabina-ldp-8077-300-pr.jpg;https://luminadecoshop.ru/25837/podvesnoj-svetilnik-lumina-deco-fabina-ldp-8077-300-pr.jpg";4,5;0
"LDP 8077-400 PR";"Подвесной светильник Lumina Deco Fabina LDP 8077-400 PR";Светильники;Современный;23900;прозрачный;прозрачный;"металл, стекло, хрусталь";стекло;хром;"прозрачный, хром";"Lumina Deco";G9;220-240;20;IP20;"6, 6-9";400;400;;250;"400 - 1300";FABINA;"https://luminadecoshop.ru/23468/podvesnoj-svetilnik-lumina-deco-fabina-ldp-8077-400-pr.jpg;https://luminadecoshop.ru/23470/podvesnoj-svetilnik-lumina-deco-fabina-ldp-8077-400-pr.jpg;https://luminadecoshop.ru/23636/podvesnoj-svetilnik-lumina-deco-fabina-ldp-8077-400-pr.jpg;https://luminadecoshop.ru/25958/podvesnoj-svetilnik-lumina-deco-fabina-ldp-8077-400-pr.jpg";6;0
"LDP 8077-500 PR";"Подвесной светильник Lumina Deco Fabina LDP 8077-500 PR";Светильники;Современный;42950;прозрачный;прозрачный;"металл, стекло, хрусталь";стекло;хром;прозрачный;"Lumina Deco";G9;220-240;20;IP20;"6-9, 9";500;500;;300;"450 - 1300";FABINA;"https://luminadecoshop.ru/23471/podvesnoj-svetilnik-lumina-deco-fabina-ldp-8077-500-pr.jpg;https://luminadecoshop.ru/23472/podvesnoj-svetilnik-lumina-deco-fabina-ldp-8077-500-pr.jpg;https://luminadecoshop.ru/23982/podvesnoj-svetilnik-lumina-deco-fabina-ldp-8077-500-pr.jpg;https://luminadecoshop.ru/25835/podvesnoj-svetilnik-lumina-deco-fabina-ldp-8077-500-pr.jpg";8;0
"LDP D015-6 BK";"Подвесной светильник Lumina Deco Valmonti LDP D015-6 BK";Светильники;Современный;32900;черный;черный;металл;металл;черный;черный;"Lumina Deco";E27;220-240;40;IP20;"6, 6-9";1600;;1600;;"500 - 1200";VALMONTI;"https://luminadecoshop.ru/23474/podvesnoj-svetilnik-lumina-deco-valmonti-ldp-d015-6-bk.jpg;https://luminadecoshop.ru/23475/podvesnoj-svetilnik-lumina-deco-valmonti-ldp-d015-6-bk.jpg;https://luminadecoshop.ru/23957/podvesnoj-svetilnik-lumina-deco-valmonti-ldp-d015-6-bk.jpg;https://luminadecoshop.ru/25880/podvesnoj-svetilnik-lumina-deco-valmonti-ldp-d015-6-bk.jpg";6;15
"LDP D015-3 BK";"Подвесной светильник Lumina Deco Valmonti LDP D015-3 BK";Светильники;Современный;19200;черный;черный;металл;металл;черный;черный;"Lumina Deco";E27;220-240;40;IP20;3;1300;;1300;;"500 - 1200";VALMONTI;"https://luminadecoshop.ru/23476/podvesnoj-svetilnik-lumina-deco-valmonti-ldp-d015-3-bk.jpg;https://luminadecoshop.ru/23477/podvesnoj-svetilnik-lumina-deco-valmonti-ldp-d015-3-bk.jpg;https://luminadecoshop.ru/23958/podvesnoj-svetilnik-lumina-deco-valmonti-ldp-d015-3-bk.jpg;https://luminadecoshop.ru/25900/podvesnoj-svetilnik-lumina-deco-valmonti-ldp-d015-3-bk.jpg";3,5;6
"LDP 7712-3 WT";"Подвесной светильник Lumina Deco Foggi LDP 7712-3 WT";Светильники;"Современный, Индустриальный, Лофт";14200;белый;"белый, золотой";алюминий;алюминий;белый;белый;"Lumina Deco";E27;220-240;40;IP20;3;;;600;400;да;"FOGGI ";"https://luminadecoshop.ru/23513/podvesnoj-svetilnik-lumina-deco-foggi-ldp-7712-3-wt.jpg;https://luminadecoshop.ru/25934/podvesnoj-svetilnik-lumina-deco-foggi-ldp-7712-3-wt.jpg";6;38
"LDF 5508-C CHR";"Торшер Lumina Deco Azzuro LDF 5508-C CHR";Торшеры;Современный;23450;серебряный;серебряный;металл;металл;;черный;"Lumina Deco";E27;220-240;40;IP20;1;;240;1700;1900;да;"AZURRO ";"https://luminadecoshop.ru/23514/torsher-lumina-deco-azzuro-ldf-5508-c-chr.jpg;https://luminadecoshop.ru/25328/torsher-lumina-deco-azzuro-ldf-5508-c-chr.jpg";"12 ";0
"LDC 1578-5 BK";"Потолочный светильник Lumina Deco Mezzaluna LDC 1578-5 BK";Светильники;Современный;9000;черный;"черный, прозрачный";"металл, хрусталь";металл;черный;;"Lumina Deco";LED;220-240;3;IP20;5;450;450;;350;нет;"MEZZALUNA ";"https://luminadecoshop.ru/23526/potolochnyj-svetilnik-lumina-deco-mezzaluna-ldc-1578-5-bk.jpg;https://luminadecoshop.ru/23917/potolochnyj-svetilnik-lumina-deco-mezzaluna-ldc-1578-5-bk.jpg;https://luminadecoshop.ru/25370/potolochnyj-svetilnik-lumina-deco-mezzaluna-ldc-1578-5-bk.jpg";5;0
"LDP 6018-6 PR";"Подвесной светильник Lumina Deco Nano LDP 6018-6 PR";Светильники;Современный;29990;прозрачный;прозрачный;"металл, стекло";стекло;хром;прозрачный;"Lumina Deco";E27;220-240;40;IP20;"6, 6-9";500;500;;250;"300 - 1500";NANO;"https://luminadecoshop.ru/23529/podvesnoj-svetilnik-lumina-deco-nano-ldp-6018-6-pr.jpg;https://luminadecoshop.ru/23530/podvesnoj-svetilnik-lumina-deco-nano-ldp-6018-6-pr.jpg;https://luminadecoshop.ru/23922/podvesnoj-svetilnik-lumina-deco-nano-ldp-6018-6-pr.jpg;https://luminadecoshop.ru/25883/podvesnoj-svetilnik-lumina-deco-nano-ldp-6018-6-pr.jpg";"7 ";0
"LDP 6018-500 CHR";"Подвесной светильник Lumina Deco Stilio LDP 6018-500 CHR";Светильники;Современный;34050;хром;хром;"металл, стекло";стекло;хром;прозрачный;"Lumina Deco";E27;220-240;40;IP20;3;500;500;;250;"300 - 1500";STILIO;https://luminadecoshop.ru/25359/podvesnoj-svetilnik-lumina-deco-stilio-ldp-6018-500-chr.jpg;"7 ";0
"LDP 1103-380";"Подвесной светильник Lumina Deco Eviante LDP 1103-380";Светильники;Современный;15000;белый;белый;"металл, стекло";стекло;серебряный;прозрачный;"Lumina Deco";E27;220-240;40;IP20;3;380;380;;180;"300 - 900";EVIANTE;"https://luminadecoshop.ru/22329/podvesnoj-svetilnik-lumina-deco-eviante-ldp-1103-380.jpg;https://luminadecoshop.ru/23582/podvesnoj-svetilnik-lumina-deco-eviante-ldp-1103-380.jpg;https://luminadecoshop.ru/24113/podvesnoj-svetilnik-lumina-deco-eviante-ldp-1103-380.jpg";4,5;0
"LDP 7019-500 PR";"Подвесной светильник Lumina Deco Gusto LDP 7019-500 PR";Светильники;Современный;24900;прозрачный;прозрачный;"металл, стекло, хрусталь";стекло;хром;прозрачный;"Lumina Deco";G4;220-240;20;IP20;"12, 10 и выше";500;500;;300;"400 - 1500";GUSTO;"https://luminadecoshop.ru/23599/podvesnoj-svetilnik-lumina-deco-gusto-ldp-7019-500-pr.jpg;https://luminadecoshop.ru/25927/podvesnoj-svetilnik-lumina-deco-gusto-ldp-7019-500-pr.jpg";9;4
"LDP 17100-6 GD";"Хрустальная подвесная люстра Lumina Deco Liniano LDP 17100-6 GD";Люстры;Современный;18700;"золотой, кремовый";кремовый;"металл, хрусталь, ткань";ткань;золотой;"прозрачный, золотой";"Lumina Deco";E14;220-240;40;IP20;"6, 6-9";;;660;970;да;LINIANO;"https://luminadecoshop.ru/23587/khrustalnaya-podvesnaya-lyustra-lumina-deco-liniano-ldp-17100-6-gd.jpg;https://luminadecoshop.ru/23954/khrustalnaya-podvesnaya-lyustra-lumina-deco-liniano-ldp-17100-6-gd.jpg;https://luminadecoshop.ru/25779/khrustalnaya-podvesnaya-lyustra-lumina-deco-liniano-ldp-17100-6-gd.jpg";8;22
"LDP 17100-6 CHR";"Хрустальная подвесная люстра Lumina Deco Liniano LDP 17100-6 CHR";Люстры;Современный;18700;"хром, серый";серый;"металл, хрусталь, ткань";ткань;хром;"прозрачный, хром";"Lumina Deco";E14;220-240;40;IP20;"6, 6-9";;;660;970;да;LINIANO;"https://luminadecoshop.ru/23588/khrustalnaya-podvesnaya-lyustra-lumina-deco-liniano-ldp-17100-6-chr.jpg;https://luminadecoshop.ru/23956/khrustalnaya-podvesnaya-lyustra-lumina-deco-liniano-ldp-17100-6-chr.jpg;https://luminadecoshop.ru/25723/khrustalnaya-podvesnaya-lyustra-lumina-deco-liniano-ldp-17100-6-chr.jpg";8;11
"LDW 8035-1";"Бра Lumina Deco Venisia LDW 8035-1";Бра;Классический;4050;"серебряный, хром";серебряный;"металл, хрусталь, ткань";ткань;хром;;"Lumina Deco";E14;220-240;40;IP20;1;;140;200;350;;VENISIA;https://luminadecoshop.ru/25354/bra-lumina-deco-venisia-ldw-8035-1.jpg;2;0
"LDP 1187 R.GD";"Подвесной светильник Lumina Deco Priola LDP 1187 R.GD";Светильники;"Современный, Лофт";5550;"розовое золото";"розовое золото";"металл, стекло";"металл, стекло";хром;прозрачный;"Lumina Deco";E27;220-240;40;IP20;1;150;150;;350;"400 - 1200";;https://luminadecoshop.ru/25862/podvesnoj-svetilnik-lumina-deco-priola-ldp-1187-rgd.jpg;;0
"LDP 1187 AMBER";"Подвесной светильник Lumina Deco Priola LDP 1187 AMBER";Светильники;"Современный, Лофт";5550;золотой;золотой;"металл, стекло";"металл, стекло";хром;прозрачный;"Lumina Deco";E27;220-240;40;IP20;1;150;150;;350;"400 - 1200";;https://luminadecoshop.ru/25892/podvesnoj-svetilnik-lumina-deco-priola-ldp-1187-amber.jpg;;0
"LDP 1187 GY";"Подвесной светильник Lumina Deco Priola LDP 1187 GY";Светильники;"Современный, Лофт";5550;серебряный;серебряный;"металл, стекло";"металл, стекло";хром;прозрачный;"Lumina Deco";E27;220-240;40;IP20;1;150;150;;350;"400 - 1200";;"https://luminadecoshop.ru/23822/podvesnoj-svetilnik-lumina-deco-priola-ldp-1187-gy.jpg;https://luminadecoshop.ru/25967/podvesnoj-svetilnik-lumina-deco-priola-ldp-1187-gy.jpg;https://luminadecoshop.ru/31191/podvesnoj-svetilnik-lumina-deco-priola-ldp-1187-gy.jpg";;0
"LDP 6078-16";"Хрустальная подвесная люстра Lumina Deco FOLLIO LDP 6078-16";Люстры;Современный;34500;хром;хром;"хрусталь, стекло, металл";металл;хром;"прозрачный, хром";"Lumina Deco";G9;220-240;20;IP20;"10, 10 и выше";"80 см";;800;800;"800 - 1300";FOLLIO;"https://luminadecoshop.ru/23282/khrustalnaya-podvesnaya-lyustra-lumina-deco-follio-ldp-6078-16.jpg;https://luminadecoshop.ru/23824/khrustalnaya-podvesnaya-lyustra-lumina-deco-follio-ldp-6078-16.jpg;https://luminadecoshop.ru/23825/khrustalnaya-podvesnaya-lyustra-lumina-deco-follio-ldp-6078-16.jpg;https://luminadecoshop.ru/24665/khrustalnaya-podvesnaya-lyustra-lumina-deco-follio-ldp-6078-16.jpg;https://luminadecoshop.ru/25955/khrustalnaya-podvesnaya-lyustra-lumina-deco-follio-ldp-6078-16.jpg";;1
"LDP 274-3 WT";"Подвесной светильник Lumina Deco Batore LDP 274-3 WT";Светильники;Лофт;41250;белый;белый;"металл, стекло";"металл, стекло";белый;хром;"Lumina Deco";E27;220-240;40;IP20;3;350;350;1250;;"600 - 1400";;"https://luminadecoshop.ru/24012/podvesnoj-svetilnik-lumina-deco-batore-ldp-274-3-wt.jpg;https://luminadecoshop.ru/25775/podvesnoj-svetilnik-lumina-deco-batore-ldp-274-3-wt.jpg";;4
"LDP 274-3 BK";"Подвесной светильник Lumina Deco Batore LDP 274-3 BK";Светильники;Лофт;41250;черный;черный;"металл, стекло";"металл, стекло";черный;бронза;"Lumina Deco";E27;220-240;40;IP20;3;350;350;1250;;"600 - 1400";;"https://luminadecoshop.ru/24013/podvesnoj-svetilnik-lumina-deco-batore-ldp-274-3-bk.jpg;https://luminadecoshop.ru/25776/podvesnoj-svetilnik-lumina-deco-batore-ldp-274-3-bk.jpg";;0
"LDP 274-1 WT";"Подвесной светильник Lumina Deco Batore LDP 274-1 WT";Светильники;Лофт;14200;белый;белый;"металл, стекло";"металл, стекло";белый;хром;"Lumina Deco";E27;220-240;40;IP20;1;350;350;;;"600 - 1400";;"https://luminadecoshop.ru/23826/podvesnoj-svetilnik-lumina-deco-batore-ldp-274-1-wt.jpg;https://luminadecoshop.ru/23827/podvesnoj-svetilnik-lumina-deco-batore-ldp-274-1-wt.jpg;https://luminadecoshop.ru/23828/podvesnoj-svetilnik-lumina-deco-batore-ldp-274-1-wt.jpg;https://luminadecoshop.ru/24011/podvesnoj-svetilnik-lumina-deco-batore-ldp-274-1-wt.jpg;https://luminadecoshop.ru/25747/podvesnoj-svetilnik-lumina-deco-batore-ldp-274-1-wt.jpg";;0
"LDP 274-1 BK";"Подвесной светильник Lumina Deco Batore LDP 274-1 BK";Светильники;Лофт;14200;черный;черный;"металл, стекло";"металл, стекло";черный;бронза;"Lumina Deco";E27;220-240;40;IP20;1;350;350;;;"600 - 1400";;"https://luminadecoshop.ru/23830/podvesnoj-svetilnik-lumina-deco-batore-ldp-274-1-bk.jpg;https://luminadecoshop.ru/23831/podvesnoj-svetilnik-lumina-deco-batore-ldp-274-1-bk.jpg;https://luminadecoshop.ru/23832/podvesnoj-svetilnik-lumina-deco-batore-ldp-274-1-bk.jpg;https://luminadecoshop.ru/24010/podvesnoj-svetilnik-lumina-deco-batore-ldp-274-1-bk.jpg;https://luminadecoshop.ru/25756/podvesnoj-svetilnik-lumina-deco-batore-ldp-274-1-bk.jpg";;0
"LDP 6858 WT+BRONZE";"Подвесной светильник Lumina Deco Boggi LDP 6858 WT+BRONZE";Светильники;;5700;"белый, медовый";белый;металл;металл;белый;белый;"Lumina Deco";E27;220-240;40;IP20;1;300;300;;230;"300 - 1200";BOGGI;"https://luminadecoshop.ru/23840/podvesnoj-svetilnik-lumina-deco-boggi-ldp-6858-wtbronze.jpg;https://luminadecoshop.ru/23841/podvesnoj-svetilnik-lumina-deco-boggi-ldp-6858-wtbronze.jpg;https://luminadecoshop.ru/23847/podvesnoj-svetilnik-lumina-deco-boggi-ldp-6858-wtbronze.jpg;https://luminadecoshop.ru/25923/podvesnoj-svetilnik-lumina-deco-boggi-ldp-6858-wtbronze.jpg";3;0
